county,age_group,sex,population,year
Dunn,25-29,Male,161.17248482480207,2050
Dunn,30-34,Male,203.29106661682937,2050
Dunn,35-39,Male,165.39679155749894,2050
Dunn,40-44,Male,194.27177227818152,2050
Dunn,45-49,Male,167.36567029730622,2050
Dunn,50-54,Male,117.90597690030533,2050
Dunn,55-59,Male,139.06969447567934,2050
Dunn,60-64,Male,144.5241724402986,2050
Dunn,65-69,Male,111.32180796389558,2050
Dunn,70-74,Male,79.25898613135672,2050
Dunn,75-79,Male,57.45185685446204,2050
Dunn,80-84,Male,42.27946305975821,2050
Dunn,85+,Male,71.57225875054544,2050
Dunn,0-4,Female,191.2040417768923,2050
Dunn,5-9,Female,197.7917492161169,2050
Dunn,10-14,Female,203.12105690983063,2050
Dunn,15-19,Female,157.60943122743348,2050
Dunn,20-24,Female,115.01415848935494,2050
Dunn,25-29,Female,156.11839704446783,2050
Dunn,30-34,Female,205.81382567465806,2050
Dunn,35-39,Female,209.6798211598161,2050
Dunn,40-44,Female,158.2377023415691,2050
Dunn,45-49,Female,176.44197852504115,2050
Dunn,50-54,Female,116.67540795687763,2050
Dunn,55-59,Female,131.6149487888237,2050
Dunn,60-64,Female,141.5878070022112,2050
Dunn,65-69,Female,120.84800630236987,2050
Dunn,70-74,Female,70.24630904646467,2050
Dunn,75-79,Female,56.10290836708194,2050
Dunn,80-84,Female,63.518692087967125,2050
Dunn,85+,Female,138.72194438047885,2050
Eddy,0-4,Male,74.28254325317013,2050
Eddy,5-9,Male,72.97950837717323,2050
Eddy,10-14,Male,68.95414193460708,2050
Eddy,15-19,Male,62.2859521508616,2050
Eddy,20-24,Male,45.73180713053261,2050
Eddy,25-29,Male,49.737210149623216,2050
Eddy,30-34,Male,54.56312165173597,2050
Eddy,35-39,Male,47.92258349890365,2050
Eddy,40-44,Male,67.75135032150743,2050
Eddy,45-49,Male,59.4870367005768,2050
Eddy,50-54,Male,41.86066983313279,2050
Eddy,55-59,Male,66.42065171337552,2050
Eddy,60-64,Male,66.40541278001507,2050
Eddy,65-69,Male,45.12081714484271,2050
Eddy,70-74,Male,29.851253789721994,2050
Eddy,75-79,Male,20.369110717511706,2050
Eddy,80-84,Male,16.533441782695142,2050
Eddy,85+,Male,31.517311604813678,2050
Eddy,0-4,Female,71.02070153950653,2050
Eddy,5-9,Female,73.93556975971144,2050
Eddy,10-14,Female,79.8228375899652,2050
Eddy,15-19,Female,68.33598049379005,2050
Eddy,20-24,Female,49.30791001670916,2050
Eddy,25-29,Female,56.79414138998951,2050
Eddy,30-34,Female,70.8636928895578,2050
Eddy,35-39,Female,55.91336374216762,2050
Eddy,40-44,Female,60.83082916563403,2050
Eddy,45-49,Female,64.72248032787058,2050
Eddy,50-54,Female,55.26090277820248,2050
Eddy,55-59,Female,58.33613069012114,2050
Eddy,60-64,Female,50.68456223900243,2050
Eddy,65-69,Female,55.65371186502813,2050
Eddy,70-74,Female,43.50581514401995,2050
Eddy,75-79,Female,37.588184567701276,2050
Eddy,80-84,Female,30.345309272121757,2050
Eddy,85+,Female,122.21315019454792,2050
Emmons,0-4,Male,76.96884652648502,2050
Emmons,5-9,Male,82.96839305980706,2050
Emmons,10-14,Male,96.58721185495777,2050
Emmons,15-19,Male,89.3068945324699,2050
Emmons,20-24,Male,46.799116942537616,2050
Emmons,25-29,Male,38.90675055692581,2050
Emmons,30-34,Male,51.87079078262874,2050
Emmons,35-39,Male,43.71078570259005,2050
Emmons,40-44,Male,79.84606140523083,2050
Emmons,45-49,Male,87.01140299705662,2050
Emmons,50-54,Male,56.32768521123619,2050
Emmons,55-59,Male,67.54350701991392,2050
Emmons,60-64,Male,60.116648946904355,2050
Emmons,65-69,Male,41.17068761875459,2050
Emmons,70-74,Male,37.21007029347366,2050
Emmons,75-79,Male,30.80147545180113,2050
Emmons,80-84,Male,25.86238110188143,2050
Emmons,85+,Male,91.9912858552074,2050
Emmons,0-4,Female,73.58904579191679,2050
Emmons,5-9,Female,87.81004501808643,2050
Emmons,10-14,Female,102.3229407499569,2050
Emmons,15-19,Female,90.27062278797492,2050
Emmons,20-24,Female,46.86741657035815,2050
Emmons,25-29,Female,52.13337193313661,2050
Emmons,30-34,Female,69.80606116779991,2050
Emmons,35-39,Female,79.47165583578686,2050
Emmons,40-44,Female,86.83435749747628,2050
Emmons,45-49,Female,130.7710840349724,2050
Emmons,50-54,Female,75.24031745054627,2050
Emmons,55-59,Female,63.8268683167583,2050
Emmons,60-64,Female,64.26337566243278,2050
Emmons,65-69,Female,63.56072524629237,2050
Emmons,70-74,Female,63.000016734174494,2050
Emmons,75-79,Female,54.276169980068104,2050
Emmons,80-84,Female,64.02396422424258,2050
Emmons,85+,Female,154.25620915899108,2050
Foster,0-4,Male,103.24483766161919,2050
Foster,5-9,Male,105.73172018950967,2050
Foster,10-14,Male,100.95818621740614,2050
Foster,15-19,Male,84.01771299613802,2050
Foster,20-24,Male,59.53671206445667,2050
Foster,25-29,Male,62.002492908472185,2050
Foster,30-34,Male,69.04072853905151,2050
Foster,35-39,Male,74.73565831784516,2050
Foster,40-44,Male,88.02795297118244,2050
Foster,45-49,Male,84.1459774811449,2050
Foster,50-54,Male,57.655031539880625,2050
Foster,55-59,Male,89.98830729977254,2050
Foster,60-64,Male,86.29619356018345,2050
Foster,65-69,Male,56.70876789759046,2050
Foster,70-74,Male,42.986454487145124,2050
Foster,75-79,Male,43.892120614390386,2050
Foster,80-84,Male,32.52587083706633,2050
Foster,85+,Male,76.13470090178866,2050
Foster,0-4,Female,98.71122446723352,2050
Foster,5-9,Female,111.40695578500345,2050
Foster,10-14,Female,116.00042898400314,2050
Foster,15-19,Female,93.96005877938359,2050
Foster,20-24,Female,65.95200534602813,2050
Foster,25-29,Female,80.91787102809442,2050
Foster,30-34,Female,99.6655559547619,2050
Foster,35-39,Female,100.32554544214818,2050
Foster,40-44,Female,105.84960448915767,2050
Foster,45-49,Female,91.29342439535758,2050
Foster,50-54,Female,66.49036082193895,2050
Foster,55-59,Female,91.40713436748543,2050
Foster,60-64,Female,80.20950056619581,2050
Foster,65-69,Female,84.37017415608308,2050
Foster,70-74,Female,57.5044825067935,2050
Foster,75-79,Female,72.7306439780498,2050
Foster,80-84,Female,70.0744941411572,2050
Foster,85+,Female,188.73280173543662,2050
Golden Valley,0-4,Male,48.62346510869266,2050
Golden Valley,5-9,Male,48.16506769912193,2050
Golden Valley,10-14,Male,51.14470111832946,2050
Golden Valley,15-19,Male,45.9351284646243,2050
Golden Valley,20-24,Male,24.732116132381694,2050
Golden Valley,25-29,Male,19.585868317000312,2050
Golden Valley,30-34,Male,47.56049166990688,2050
Golden Valley,35-39,Male,58.49743493219248,2050
Golden Valley,40-44,Male,47.378107864300496,2050
Golden Valley,45-49,Male,71.82355170248829,2050
Golden Valley,50-54,Male,41.82174355119911,2050
Golden Valley,55-59,Male,35.714291928335705,2050
Golden Valley,60-64,Male,21.79798350504302,2050
Golden Valley,65-69,Male,45.01840223700483,2050
Golden Valley,70-74,Male,42.42785644508312,2050
Golden Valley,75-79,Male,17.574268312037454,2050
Golden Valley,80-84,Male,12.937669702144962,2050
Golden Valley,85+,Male,42.27446838254908,2050
Golden Valley,0-4,Female,46.488346414467934,2050
Golden Valley,5-9,Female,50.447465336568406,2050
Golden Valley,10-14,Female,53.716399437497316,2050
Golden Valley,15-19,Female,45.86722541359957,2050
Golden Valley,20-24,Female,25.823297663568415,2050
Golden Valley,25-29,Female,25.632894744189223,2050
Golden Valley,30-34,Female,63.95173481233017,2050
Golden Valley,35-39,Female,51.537718641160126,2050
Golden Valley,40-44,Female,51.22503077715855,2050
Golden Valley,45-49,Female,62.005155194893675,2050
Golden Valley,50-54,Female,35.23913720523812,2050
Golden Valley,55-59,Female,48.82998435133417,2050
Golden Valley,60-64,Female,17.829429702561463,2050
Golden Valley,65-69,Female,50.57742058919855,2050
Golden Valley,70-74,Female,44.6663575633919,2050
Golden Valley,75-79,Female,36.49119273808397,2050
Golden Valley,80-84,Female,31.609638482511148,2050
Golden Valley,85+,Female,100.26498151427396,2050
Grand Forks,0-4,Male,2640.7534775254358,2050
Grand Forks,5-9,Male,2309.344467359627,2050
Grand Forks,10-14,Male,2071.637363343844,2050
Grand Forks,15-19,Male,3269.227402934477,2050
Grand Forks,20-24,Male,5851.620283527278,2050
Grand Forks,25-29,Male,3011.8894569956847,2050
Grand Forks,30-34,Male,2212.022941531046,2050
Grand Forks,35-39,Male,2443.8633421399104,2050
Grand Forks,40-44,Male,1563.192633250518,2050
Grand Forks,45-49,Male,1503.6151315353536,2050
Grand Forks,50-54,Male,3047.388819621349,2050
Grand Forks,55-59,Male,2172.3415433055684,2050
Grand Forks,60-64,Male,1891.579233599325,2050
Grand Forks,65-69,Male,1439.5122786413533,2050
Grand Forks,70-74,Male,991.0016740503534,2050
Grand Forks,75-79,Male,729.2721739207961,2050
Grand Forks,80-84,Male,568.0525487710048,2050
Grand Forks,85+,Male,977.813661365904,2050
Grand Forks,0-4,Female,2524.7946065544015,2050
Grand Forks,5-9,Female,2308.4169870795745,2050
Grand Forks,10-14,Female,2123.309149181855,2050
Grand Forks,15-19,Female,3344.2152010765076,2050
Grand Forks,20-24,Female,5544.359227273293,2050
Grand Forks,25-29,Female,2932.986511213262,2050
Grand Forks,30-34,Female,2399.5095124965987,2050
Grand Forks,35-39,Female,2647.9296987049606,2050
Grand Forks,40-44,Female,1892.6038284336064,2050
Grand Forks,45-49,Female,1899.8986153026149,2050
Grand Forks,50-54,Female,3052.4854273018773,2050
Grand Forks,55-59,Female,2225.25843502125,2050
Grand Forks,60-64,Female,2058.8458259091376,2050
Grand Forks,65-69,Female,1752.1815371082105,2050
Grand Forks,70-74,Female,1375.5867010289783,2050
Grand Forks,75-79,Female,1151.5838275698745,2050
Grand Forks,80-84,Female,1093.42053635286,2050
Grand Forks,85+,Female,2960.161472073671,2050
Grant,0-4,Male,62.988461424083916,2050
Grant,5-9,Male,66.16307649931964,2050
Grant,10-14,Male,70.71745902498846,2050
Grant,15-19,Male,65.25719004018632,2050
Grant,20-24,Male,43.23445794780608,2050
Grant,25-29,Male,44.614368751656116,2050
Grant,30-34,Male,32.50481511390512,2050
Grant,35-39,Male,49.09322083485426,2050
Grant,40-44,Male,46.27930468534343,2050
Grant,45-49,Male,39.12168276915912,2050
Grant,50-54,Male,35.893802128728694,2050
Grant,55-59,Male,48.4386907568501,2050
Grant,60-64,Male,25.848340235050234,2050
Grant,65-69,Male,45.31964403194922,2050
Grant,70-74,Male,37.16928952527494,2050
Grant,75-79,Male,32.32797230220868,2050
Grant,80-84,Male,17.66156743471015,2050
Grant,85+,Male,52.050149259799745,2050
Grant,0-4,Female,60.22255732394664,2050
Grant,5-9,Female,65.6693467100883,2050
Grant,10-14,Female,70.0474936524634,2050
Grant,15-19,Female,62.23497871014774,2050
Grant,20-24,Female,39.09032652778767,2050
Grant,25-29,Female,47.341169590700794,2050
Grant,30-34,Female,50.77001277404236,2050
Grant,35-39,Female,55.99842637932243,2050
Grant,40-44,Female,51.76238234330764,2050
Grant,45-49,Female,66.34381834288195,2050
Grant,50-54,Female,54.44481542869637,2050
Grant,55-59,Female,52.298318783230684,2050
Grant,60-64,Female,44.89219400906346,2050
Grant,65-69,Female,56.54952982859761,2050
Grant,70-74,Female,38.24982703685111,2050
Grant,75-79,Female,35.09908795425544,2050
Grant,80-84,Female,40.33864217265633,2050
Grant,85+,Female,125.38572584506197,2050
Griggs,0-4,Male,58.09368938490278,2050
Griggs,5-9,Male,63.347426881561375,2050
Griggs,10-14,Male,60.52184774920259,2050
Griggs,15-19,Male,42.573922696223256,2050
Griggs,20-24,Male,30.12641387340613,2050
Griggs,25-29,Male,38.02469892089214,2050
Griggs,30-34,Male,36.029965232965736,2050
Griggs,35-39,Male,62.996654555471935,2050
Griggs,40-44,Male,61.00681615028097,2050
Griggs,45-49,Male,56.37661683608737,2050
Griggs,50-54,Male,56.57797698366748,2050
Griggs,55-59,Male,59.56803341430689,2050
Griggs,60-64,Male,46.73120587023576,2050
Griggs,65-69,Male,47.38861238116217,2050
Griggs,70-74,Male,28.475460041329892,2050
Griggs,75-79,Male,25.594508265652884,2050
Griggs,80-84,Male,30.697931169800945,2050
Griggs,85+,Male,41.75622342604052,2050
Griggs,0-4,Female,55.542721000709705,2050
Griggs,5-9,Female,57.21852766472114,2050
Griggs,10-14,Female,55.6250995674168,2050
Griggs,15-19,Female,44.894663662254956,2050
Griggs,20-24,Female,31.33007923587345,2050
Griggs,25-29,Female,40.42178377095703,2050
Griggs,30-34,Female,76.29761243560513,2050
Griggs,35-39,Female,68.84515268831261,2050
Griggs,40-44,Female,67.21712858246671,2050
Griggs,45-49,Female,50.06558129602754,2050
Griggs,50-54,Female,42.15953635152788,2050
Griggs,55-59,Female,54.288579682476595,2050
Griggs,60-64,Female,56.10521148926079,2050
Griggs,65-69,Female,51.19792453384181,2050
Griggs,70-74,Female,36.7348829347076,2050
Griggs,75-79,Female,50.702876455226225,2050
Griggs,80-84,Female,40.09673340996247,2050
Griggs,85+,Female,152.74818279916047,2050
Hettinger,0-4,Male,100.6548151794424,2050
Hettinger,5-9,Male,102.77548077584665,2050
Hettinger,10-14,Male,87.81089880282799,2050
Hettinger,15-19,Male,66.8277541591101,2050
Hettinger,20-24,Male,46.94996171913536,2050
Hettinger,25-29,Male,62.153727474864766,2050
Hettinger,30-34,Male,101.70289513315498,2050
Hettinger,35-39,Male,76.0565786413176,2050
Hettinger,40-44,Male,61.33051792287067,2050
Hettinger,45-49,Male,77.5637974372754,2050
Hettinger,50-54,Male,33.71552174692644,2050
Hettinger,55-59,Male,59.733479801599486,2050
Hettinger,60-64,Male,58.42914226261963,2050
Hettinger,65-69,Male,59.1572250766813,2050
Hettinger,70-74,Male,21.69173236066807,2050
Hettinger,75-79,Male,17.52284119853217,2050
Hettinger,80-84,Male,18.453581725182516,2050
Hettinger,85+,Male,56.58446130526373,2050
Hettinger,0-4,Female,96.2349331929786,2050
Hettinger,5-9,Female,96.15660251206593,2050
Hettinger,10-14,Female,86.60586804518134,2050
Hettinger,15-19,Female,64.68303176662369,2050
Hettinger,20-24,Female,56.830078053443486,2050
Hettinger,25-29,Female,95.05525401452704,2050
Hettinger,30-34,Female,140.13994269944465,2050
Hettinger,35-39,Female,108.78195311367757,2050
Hettinger,40-44,Female,90.03151062917364,2050
Hettinger,45-49,Female,75.63233239641632,2050
Hettinger,50-54,Female,48.46470295544768,2050
Hettinger,55-59,Female,82.2985240977863,2050
Hettinger,60-64,Female,71.22133966033425,2050
Hettinger,65-69,Female,46.10991011988907,2050
Hettinger,70-74,Female,49.23204760751655,2050
Hettinger,75-79,Female,34.00111686245469,2050
Hettinger,80-84,Female,41.689523368247606,2050
Hettinger,85+,Female,113.11653664477134,2050
Kidder,0-4,Male,65.02589040103157,2050
Kidder,5-9,Male,65.858215657177,2050
Kidder,10-14,Male,61.62564665236657,2050
Kidder,15-19,Male,52.35309830048695,2050
Kidder,20-24,Male,38.92130598614146,2050
Kidder,25-29,Male,43.403319502620555,2050
Kidder,30-34,Male,65.12272826926683,2050
Kidder,35-39,Male,64.80394931562996,2050
Kidder,40-44,Male,58.693134774828984,2050
Kidder,45-49,Male,61.52121371833753,2050
Kidder,50-54,Male,61.43228352020388,2050
Kidder,55-59,Male,55.69346187487633,2050
Kidder,60-64,Male,64.09878825371392,2050
Kidder,65-69,Male,49.350796261885904,2050
Kidder,70-74,Male,26.674484058803564,2050
Kidder,75-79,Male,30.03637426773991,2050
Kidder,80-84,Male,32.27266220676556,2050
Kidder,85+,Male,40.470073762938895,2050
Kidder,0-4,Female,62.17052018228035,2050
Kidder,5-9,Female,61.53200315933134,2050
Kidder,10-14,Female,67.8151508882125,2050
Kidder,15-19,Female,59.00436559432983,2050
Kidder,20-24,Female,43.22982019116793,2050
Kidder,25-29,Female,43.80924012942523,2050
Kidder,30-34,Female,65.50455633882163,2050
Kidder,35-39,Female,65.87594586237336,2050
Kidder,40-44,Female,64.80639233262377,2050
Kidder,45-49,Female,58.765257583862315,2050
Kidder,50-54,Female,61.565118768252475,2050
Kidder,55-59,Female,52.096388330447716,2050
Kidder,60-64,Female,45.21721604845098,2050
Kidder,65-69,Female,60.81803783032616,2050
Kidder,70-74,Female,47.666867452832776,2050
Kidder,75-79,Female,32.43996842498939,2050
Kidder,80-84,Female,42.94498530559418,2050
Kidder,85+,Female,91.78179217151555,2050
LaMoure,0-4,Male,132.39719325746023,2050
LaMoure,5-9,Male,139.997317526162,2050
LaMoure,10-14,Male,154.47482493903408,2050
LaMoure,15-19,Male,127.09050113912919,2050
LaMoure,20-24,Male,71.65659323760134,2050
LaMoure,25-29,Male,72.55993333264118,2050
LaMoure,30-34,Male,93.65721255092629,2050
LaMoure,35-39,Male,110.43521239340399,2050
LaMoure,40-44,Male,105.64507717933203,2050
LaMoure,45-49,Male,110.59867451913588,2050
LaMoure,50-54,Male,86.36561644807749,2050
LaMoure,55-59,Male,94.51589798721628,2050
LaMoure,60-64,Male,89.03679367467794,2050
LaMoure,65-69,Male,72.00650531135535,2050
LaMoure,70-74,Male,50.0483529230579,2050
LaMoure,75-79,Male,40.84740074245483,2050
LaMoure,80-84,Male,38.401950194803774,2050
LaMoure,85+,Male,98.01634962481081,2050
LaMoure,0-4,Female,126.58346275193216,2050
LaMoure,5-9,Female,133.0091801050254,2050
LaMoure,10-14,Female,141.19115407467694,2050
LaMoure,15-19,Female,116.12436569683419,2050
LaMoure,20-24,Female,72.82497351327382,2050
LaMoure,25-29,Female,83.03106139997247,2050
LaMoure,30-34,Female,136.1319939184624,2050
LaMoure,35-39,Female,120.16098085648696,2050
LaMoure,40-44,Female,140.4066962303091,2050
LaMoure,45-49,Female,158.85115555981963,2050
LaMoure,50-54,Female,86.01864639920878,2050
LaMoure,55-59,Female,87.44049770090118,2050
LaMoure,60-64,Female,105.98573378135275,2050
LaMoure,65-69,Female,93.04309414716178,2050
LaMoure,70-74,Female,83.38367738470102,2050
LaMoure,75-79,Female,77.6404206018651,2050
LaMoure,80-84,Female,53.64642524137196,2050
LaMoure,85+,Female,212.00815624806367,2050
Logan,0-4,Male,68.47776624023233,2050
Logan,5-9,Male,65.58632475837321,2050
Logan,10-14,Male,71.99044068901425,2050
Logan,15-19,Male,60.617154125273906,2050
Logan,20-24,Male,29.32242058380139,2050
Logan,25-29,Male,29.80447680354083,2050
Logan,30-34,Male,40.318184133566675,2050
Logan,35-39,Male,59.27889264348308,2050
Logan,40-44,Male,57.61291326964667,2050
Logan,45-49,Male,56.13468295503986,2050
Logan,50-54,Male,54.09236878624311,2050
Logan,55-59,Male,27.664891110913356,2050
Logan,60-64,Male,31.722458221899455,2050
Logan,65-69,Male,31.937626641951564,2050
Logan,70-74,Male,19.27832263441322,2050
Logan,75-79,Male,19.541131197200535,2050
Logan,80-84,Male,22.09179787834903,2050
Logan,85+,Male,41.75699191233901,2050
Logan,0-4,Female,65.47081972764963,2050
Logan,5-9,Female,74.64852780753144,2050
Logan,10-14,Female,82.92138123413555,2050
Logan,15-19,Female,68.52478941232538,2050
Logan,20-24,Female,32.11813921484686,2050
Logan,25-29,Female,44.35975739069124,2050
Logan,30-34,Female,60.31089838254127,2050
Logan,35-39,Female,63.807274225613185,2050
Logan,40-44,Female,62.95905386427762,2050
Logan,45-49,Female,79.47241571117506,2050
Logan,50-54,Female,27.07948950242376,2050
Logan,55-59,Female,39.50620246271686,2050
Logan,60-64,Female,37.31540536474589,2050
Logan,65-69,Female,34.00128252788509,2050
Logan,70-74,Female,43.41096571218265,2050
Logan,75-79,Female,32.361745414264476,2050
Logan,80-84,Female,26.05776853530863,2050
Logan,85+,Female,68.00687898740412,2050
McHenry,0-4,Male,147.96644243924254,2050
McHenry,5-9,Male,170.34155354392263,2050
McHenry,10-14,Male,177.57417728219932,2050
McHenry,15-19,Male,143.04407419429964,2050
McHenry,20-24,Male,83.60459272981616,2050
McHenry,25-29,Male,105.27812407830092,2050
McHenry,30-34,Male,170.07763739286383,2050
McHenry,35-39,Male,150.2222666709015,2050
McHenry,40-44,Male,147.56951687499227,2050
McHenry,45-49,Male,160.28847126519597,2050
McHenry,50-54,Male,97.770805117052,2050
McHenry,55-59,Male,90.10591774801077,2050
McHenry,60-64,Male,100.15772427455812,2050
McHenry,65-69,Male,117.07283008952861,2050
McHenry,70-74,Male,112.57580080653509,2050
McHenry,75-79,Male,57.28166711082456,2050
McHenry,80-84,Male,51.98475214979774,2050
McHenry,85+,Male,77.72543450761088,2050
McHenry,0-4,Female,141.46904624043742,2050
McHenry,5-9,Female,168.47627829405147,2050
McHenry,10-14,Female,178.6090244649964,2050
McHenry,15-19,Female,144.11841213056172,2050
McHenry,20-24,Female,88.65733964376503,2050
McHenry,25-29,Female,110.33789674574295,2050
McHenry,30-34,Female,145.7177424841171,2050
McHenry,35-39,Female,155.63199003750887,2050
McHenry,40-44,Female,188.37247939572867,2050
McHenry,45-49,Female,163.19334721756175,2050
McHenry,50-54,Female,84.07084847251458,2050
McHenry,55-59,Female,120.83311453871848,2050
McHenry,60-64,Female,111.80627218781628,2050
McHenry,65-69,Female,157.4924802269166,2050
McHenry,70-74,Female,105.29573983660443,2050
McHenry,75-79,Female,95.94192293172587,2050
McHenry,80-84,Female,85.01433748777353,2050
McHenry,85+,Female,216.16347282357987,2050
McIntosh,0-4,Male,49.70492205626196,2050
McIntosh,5-9,Male,50.75073462951366,2050
McIntosh,10-14,Male,50.43291842756211,2050
McIntosh,15-19,Male,40.14997652769804,2050
McIntosh,20-24,Male,23.465412533165036,2050
McIntosh,25-29,Male,23.605442227423985,2050
McIntosh,30-34,Male,48.10488215722249,2050
McIntosh,35-39,Male,50.44579477335229,2050
McIntosh,40-44,Male,62.14053173882173,2050
McIntosh,45-49,Male,59.020271206889234,2050
McIntosh,50-54,Male,56.63361309019166,2050
McIntosh,55-59,Male,58.496943529603065,2050
McIntosh,60-64,Male,48.01301210714129,2050
McIntosh,65-69,Male,40.521992368852935,2050
McIntosh,70-74,Male,20.45218158463858,2050
McIntosh,75-79,Male,17.125663063254734,2050
McIntosh,80-84,Male,21.65459625320335,2050
McIntosh,85+,Male,52.06713273986895,2050
McIntosh,0-4,Female,47.522315200907784,2050
McIntosh,5-9,Female,50.87356545849049,2050
McIntosh,10-14,Female,51.15408727053975,2050
McIntosh,15-19,Female,44.23177342161066,2050
McIntosh,20-24,Female,26.752455110914077,2050
McIntosh,25-29,Female,39.81325425073591,2050
McIntosh,30-34,Female,52.324460703597936,2050
McIntosh,35-39,Female,57.463285305223366,2050
McIntosh,40-44,Female,67.1008908492172,2050
McIntosh,45-49,Female,56.01985131882365,2050
McIntosh,50-54,Female,46.58259251913204,2050
McIntosh,55-59,Female,41.298677141991924,2050
McIntosh,60-64,Female,47.991608500409505,2050
McIntosh,65-69,Female,64.40665310908815,2050
McIntosh,70-74,Female,40.50096797897145,2050
McIntosh,75-79,Female,36.20189972239177,2050
McIntosh,80-84,Female,43.69522268717849,2050
McIntosh,85+,Female,165.51712381312578,2050
McKenzie,0-4,Male,1838.8990159649122,2050
McKenzie,5-9,Male,1745.3932258185303,2050
McKenzie,10-14,Male,1896.687840434308,2050
McKenzie,15-19,Male,1537.2431467427057,2050
McKenzie,20-24,Male,1407.08324418702,2050
McKenzie,25-29,Male,2024.2338068756385,2050
McKenzie,30-34,Male,2305.4757395509255,2050
McKenzie,35-39,Male,2209.3376816328355,2050
McKenzie,40-44,Male,2003.6371381274705,2050
McKenzie,45-49,Male,1589.117786716306,2050
McKenzie,50-54,Male,1592.8749778295796,2050
McKenzie,55-59,Male,1979.4658155872087,2050
McKenzie,60-64,Male,1407.976701423347,2050
McKenzie,65-69,Male,840.7507949967172,2050
McKenzie,70-74,Male,449.52406684909704,2050
McKenzie,75-79,Male,283.24877119660516,2050
McKenzie,80-84,Male,177.49088352469212,2050
McKenzie,85+,Male,226.10151500986757,2050
McKenzie,0-4,Female,1758.150602477692,2050
McKenzie,5-9,Female,1719.443874086536,2050
McKenzie,10-14,Female,1705.4930026815223,2050
McKenzie,15-19,Female,1448.4363372627215,2050
McKenzie,20-24,Female,1205.1464151765542,2050
McKenzie,25-29,Female,1818.8019601575584,2050
McKenzie,30-34,Female,2267.1320187403226,2050
McKenzie,35-39,Female,1881.8040277564469,2050
McKenzie,40-44,Female,1774.1580110439897,2050
McKenzie,45-49,Female,1607.2745283413415,2050
McKenzie,50-54,Female,1278.551401760878,2050
McKenzie,55-59,Female,1490.7124611386407,2050
McKenzie,60-64,Female,1011.472700681757,2050
McKenzie,65-69,Female,658.7587839313248,2050
McKenzie,70-74,Female,393.06338259893215,2050
McKenzie,75-79,Female,275.33668566030286,2050
McKenzie,80-84,Female,225.22508985063826,2050
McKenzie,85+,Female,358.29397116593634,2050
McLean,0-4,Male,346.17745303827775,2050
McLean,5-9,Male,348.90046162754015,2050
McLean,10-14,Male,345.4376576447928,2050
McLean,15-19,Male,274.7162171205747,2050
McLean,20-24,Male,172.85989763105644,2050
McLean,25-29,Male,208.25599557139725,2050
McLean,30-34,Male,231.01024651509601,2050
McLean,35-39,Male,299.98791917555474,2050
McLean,40-44,Male,294.4569517872069,2050
McLean,45-49,Male,343.29315252538197,2050
McLean,50-54,Male,172.53084001613368,2050
McLean,55-59,Male,202.11482766627188,2050
McLean,60-64,Male,254.91552510990962,2050
McLean,65-69,Male,251.60335879593345,2050
McLean,70-74,Male,174.70493948950903,2050
McLean,75-79,Male,132.52127508097405,2050
McLean,80-84,Male,102.0185111300884,2050
McLean,85+,Male,184.6783632585706,2050
McLean,0-4,Female,330.9763572330142,2050
McLean,5-9,Female,360.3487663854574,2050
McLean,10-14,Female,363.44237869182734,2050
McLean,15-19,Female,298.0132821699709,2050
McLean,20-24,Female,202.03087134571814,2050
McLean,25-29,Female,248.660280436011,2050
McLean,30-34,Female,328.3949311121928,2050
McLean,35-39,Female,369.3311575474961,2050
McLean,40-44,Female,347.91294497184515,2050
McLean,45-49,Female,324.4583193482924,2050
McLean,50-54,Female,205.0284541217947,2050
McLean,55-59,Female,259.16111723719075,2050
McLean,60-64,Female,320.1388990110021,2050
McLean,65-69,Female,255.8289681441403,2050
McLean,70-74,Female,231.5389405518135,2050
McLean,75-79,Female,197.39327636350873,2050
McLean,80-84,Female,141.28129510794324,2050
McLean,85+,Female,449.97571784283366,2050
Mercer,0-4,Male,248.6979034110558,2050
Mercer,5-9,Male,289.17019556932314,2050
Mercer,10-14,Male,278.8778350504054,2050
Mercer,15-19,Male,209.08371285490037,2050
Mercer,20-24,Male,133.33962093308767,2050
Mercer,25-29,Male,172.8987922016691,2050
Mercer,30-34,Male,226.5264997239099,2050
Mercer,35-39,Male,260.53293091560016,2050
Mercer,40-44,Male,256.6954909556129,2050
Mercer,45-49,Male,320.57814407825924,2050
Mercer,50-54,Male,162.0271406098688,2050
Mercer,55-59,Male,150.3907836093768,2050
Mercer,60-64,Male,202.56762034383863,2050
Mercer,65-69,Male,171.0852815325415,2050
Mercer,70-74,Male,145.76880228936906,2050
Mercer,75-79,Male,93.04770795419721,2050
Mercer,80-84,Male,74.84263378556261,2050
Mercer,85+,Male,201.28092080415956,2050
Mercer,0-4,Female,237.7772596107745,2050
Mercer,5-9,Female,269.34941524028704,2050
Mercer,10-14,Female,271.82954781000035,2050
Mercer,15-19,Female,205.97053008103308,2050
Mercer,20-24,Female,138.6225446783316,2050
Mercer,25-29,Female,170.64430799197163,2050
Mercer,30-34,Female,257.7177447565911,2050
Mercer,35-39,Female,295.9935553815811,2050
Mercer,40-44,Female,286.6288323738605,2050
Mercer,45-49,Female,258.26822042377256,2050
Mercer,50-54,Female,172.26121565637894,2050
Mercer,55-59,Female,189.17532092925177,2050
