county,age_group,sex,population,year
Slope,65-69,Male,39.0,2020
Stark,65-69,Male,737.0,2020
Steele,65-69,Male,81.0,2020
Stutsman,65-69,Male,709.0,2020
Towner,65-69,Male,95.0,2020
Traill,65-69,Male,283.0,2020
Walsh,65-69,Male,379.0,2020
Ward,65-69,Male,1556.0,2020
Wells,65-69,Male,167.0,2020
Williams,65-69,Male,757.0,2020
Adams,70-74,Male,80.0,2020
Barnes,70-74,Male,296.0,2020
Benson,70-74,Male,118.0,2020
Billings,70-74,Male,27.0,2020
Bottineau,70-74,Male,218.0,2020
Bowman,70-74,Male,65.0,2020
Burke,70-74,Male,61.0,2020
Burleigh,70-74,Male,1920.0,2020
Cass,70-74,Male,2818.0,2020
Cavalier,70-74,Male,134.0,2020
Dickey,70-74,Male,126.0,2020
Divide,70-74,Male,76.0,2020
Dunn,70-74,Male,87.0,2020
Eddy,70-74,Male,78.0,2020
Emmons,70-74,Male,106.0,2020
Foster,70-74,Male,82.0,2020
Golden Valley,70-74,Male,44.0,2020
Grand Forks,70-74,Male,1216.0,2020
Grant,70-74,Male,94.0,2020
Griggs,70-74,Male,75.0,2020
Hettinger,70-74,Male,85.0,2020
Kidder,70-74,Male,69.0,2020
LaMoure,70-74,Male,120.0,2020
Logan,70-74,Male,40.0,2020
McHenry,70-74,Male,159.0,2020
McIntosh,70-74,Male,67.0,2020
McKenzie,70-74,Male,149.0,2020
McLean,70-74,Male,323.0,2020
Mercer,70-74,Male,207.0,2020
Morton,70-74,Male,690.0,2020
Mountrail,70-74,Male,169.0,2020
Nelson,70-74,Male,124.0,2020
Oliver,70-74,Male,71.0,2020
Pembina,70-74,Male,227.0,2020
Pierce,70-74,Male,107.0,2020
Ramsey,70-74,Male,281.0,2020
Ransom,70-74,Male,157.0,2020
Renville,70-74,Male,75.0,2020
Richland,70-74,Male,384.0,2020
Rolette,70-74,Male,223.0,2020
Sargent,70-74,Male,114.0,2020
Sheridan,70-74,Male,49.0,2020
Sioux,70-74,Male,45.0,2020
Slope,70-74,Male,32.0,2020
Stark,70-74,Male,478.0,2020
Steele,70-74,Male,56.0,2020
Stutsman,70-74,Male,509.0,2020
Towner,70-74,Male,51.0,2020
Traill,70-74,Male,187.0,2020
Walsh,70-74,Male,296.0,2020
Ward,70-74,Male,1027.0,2020
Wells,70-74,Male,117.0,2020
Williams,70-74,Male,428.0,2020
Adams,75-79,Male,56.0,2020
Barnes,75-79,Male,229.0,2020
Benson,75-79,Male,76.0,2020
Billings,75-79,Male,15.0,2020
Bottineau,75-79,Male,145.0,2020
Bowman,75-79,Male,76.0,2020
Burke,75-79,Male,41.0,2020
Burleigh,75-79,Male,1284.0,2020
Cass,75-79,Male,1602.0,2020
Cavalier,75-79,Male,81.0,2020
Dickey,75-79,Male,97.0,2020
Divide,75-79,Male,39.0,2020
Dunn,75-79,Male,41.0,2020
Eddy,75-79,Male,47.0,2020
Emmons,75-79,Male,69.0,2020
Foster,75-79,Male,50.0,2020
Golden Valley,75-79,Male,29.0,2020
Grand Forks,75-79,Male,712.0,2020
Grant,75-79,Male,72.0,2020
Griggs,75-79,Male,63.0,2020
Hettinger,75-79,Male,56.0,2020
Kidder,75-79,Male,55.0,2020
LaMoure,75-79,Male,79.0,2020
Logan,75-79,Male,44.0,2020
McHenry,75-79,Male,113.0,2020
McIntosh,75-79,Male,56.0,2020
McKenzie,75-79,Male,95.0,2020
McLean,75-79,Male,243.0,2020
Mercer,75-79,Male,149.0,2020
Morton,75-79,Male,449.0,2020
Mountrail,75-79,Male,112.0,2020
Nelson,75-79,Male,79.0,2020
Oliver,75-79,Male,29.0,2020
Pembina,75-79,Male,151.0,2020
Pierce,75-79,Male,72.0,2020
Ramsey,75-79,Male,211.0,2020
Ransom,75-79,Male,101.0,2020
Renville,75-79,Male,35.0,2020
Richland,75-79,Male,253.0,2020
Rolette,75-79,Male,136.0,2020
Sargent,75-79,Male,73.0,2020
Sheridan,75-79,Male,29.0,2020
Sioux,75-79,Male,36.0,2020
Slope,75-79,Male,10.0,2020
Stark,75-79,Male,321.0,2020
Steele,75-79,Male,53.0,2020
Stutsman,75-79,Male,282.0,2020
Towner,75-79,Male,41.0,2020
Traill,75-79,Male,115.0,2020
Walsh,75-79,Male,203.0,2020
Ward,75-79,Male,689.0,2020
Wells,75-79,Male,106.0,2020
Williams,75-79,Male,248.0,2020
Adams,80-84,Male,37.0,2020
Barnes,80-84,Male,138.0,2020
Benson,80-84,Male,47.0,2020
Billings,80-84,Male,19.0,2020
Bottineau,80-84,Male,76.0,2020
Bowman,80-84,Male,29.0,2020
Burke,80-84,Male,21.0,2020
Burleigh,80-84,Male,771.0,2020
Cass,80-84,Male,1013.0,2020
Cavalier,80-84,Male,55.0,2020
Dickey,80-84,Male,63.0,2020
Divide,80-84,Male,39.0,2020
Dunn,80-84,Male,52.0,2020
Eddy,80-84,Male,30.0,2020
Emmons,80-84,Male,62.0,2020
Foster,80-84,Male,49.0,2020
Golden Valley,80-84,Male,32.0,2020
Grand Forks,80-84,Male,423.0,2020
Grant,80-84,Male,51.0,2020
Griggs,80-84,Male,36.0,2020
Hettinger,80-84,Male,38.0,2020
Kidder,80-84,Male,44.0,2020
LaMoure,80-84,Male,68.0,2020
Logan,80-84,Male,35.0,2020
McHenry,80-84,Male,64.0,2020
McIntosh,80-84,Male,52.0,2020
McKenzie,80-84,Male,59.0,2020
McLean,80-84,Male,109.0,2020
Mercer,80-84,Male,86.0,2020
Morton,80-84,Male,281.0,2020
Mountrail,80-84,Male,47.0,2020
Nelson,80-84,Male,50.0,2020
Oliver,80-84,Male,20.0,2020
Pembina,80-84,Male,85.0,2020
Pierce,80-84,Male,59.0,2020
Ramsey,80-84,Male,120.0,2020
Ransom,80-84,Male,59.0,2020
Renville,80-84,Male,26.0,2020
Richland,80-84,Male,140.0,2020
Rolette,80-84,Male,94.0,2020
Sargent,80-84,Male,47.0,2020
Sheridan,80-84,Male,19.0,2020
Sioux,80-84,Male,18.0,2020
Slope,80-84,Male,6.0,2020
Stark,80-84,Male,254.0,2020
Steele,80-84,Male,37.0,2020
Stutsman,80-84,Male,213.0,2020
Towner,80-84,Male,35.0,2020
Traill,80-84,Male,100.0,2020
Walsh,80-84,Male,135.0,2020
Ward,80-84,Male,489.0,2020
Wells,80-84,Male,94.0,2020
Williams,80-84,Male,162.0,2020
Adams,85+,Male,32.0,2020
Barnes,85+,Male,129.0,2020
Benson,85+,Male,43.0,2020
Billings,85+,Male,5.0,2020
Bottineau,85+,Male,60.0,2020
Bowman,85+,Male,52.0,2020
Burke,85+,Male,15.0,2020
Burleigh,85+,Male,834.0,2020
Cass,85+,Male,1049.0,2020
Cavalier,85+,Male,58.0,2020
Dickey,85+,Male,60.0,2020
Divide,85+,Male,24.0,2020
Dunn,85+,Male,32.0,2020
Eddy,85+,Male,28.0,2020
Emmons,85+,Male,65.0,2020
Foster,85+,Male,48.0,2020
Golden Valley,85+,Male,5.0,2020
Grand Forks,85+,Male,416.0,2020
Grant,85+,Male,51.0,2020
Griggs,85+,Male,36.0,2020
Hettinger,85+,Male,31.0,2020
Kidder,85+,Male,31.0,2020
LaMoure,85+,Male,78.0,2020
Logan,85+,Male,57.0,2020
McHenry,85+,Male,60.0,2020
McIntosh,85+,Male,70.0,2020
McKenzie,85+,Male,52.0,2020
McLean,85+,Male,138.0,2020
Mercer,85+,Male,70.0,2020
Morton,85+,Male,282.0,2020
Mountrail,85+,Male,66.0,2020
Nelson,85+,Male,77.0,2020
Oliver,85+,Male,13.0,2020
Pembina,85+,Male,86.0,2020
Pierce,85+,Male,69.0,2020
Ramsey,85+,Male,145.0,2020
Ransom,85+,Male,82.0,2020
Renville,85+,Male,23.0,2020
Richland,85+,Male,151.0,2020
Rolette,85+,Male,69.0,2020
Sargent,85+,Male,35.0,2020
Sheridan,85+,Male,22.0,2020
Sioux,85+,Male,12.0,2020
Slope,85+,Male,1.0,2020
Stark,85+,Male,243.0,2020
Steele,85+,Male,10.0,2020
Stutsman,85+,Male,234.0,2020
Towner,85+,Male,34.0,2020
Traill,85+,Male,79.0,2020
Walsh,85+,Male,110.0,2020
Ward,85+,Male,476.0,2020
Wells,85+,Male,52.0,2020
Williams,85+,Male,140.0,2020
Adams,0-4,Female,66.0,2020
Barnes,0-4,Female,291.0,2020
Benson,0-4,Female,279.0,2020
Billings,0-4,Female,40.0,2020
Bottineau,0-4,Female,179.0,2020
Bowman,0-4,Female,80.0,2020
Burke,0-4,Female,60.0,2020
Burleigh,0-4,Female,3031.0,2020
Cass,0-4,Female,6021.0,2020
Cavalier,0-4,Female,134.0,2020
Dickey,0-4,Female,147.0,2020
Divide,0-4,Female,60.0,2020
Dunn,0-4,Female,148.0,2020
Eddy,0-4,Female,70.0,2020
Emmons,0-4,Female,78.0,2020
Foster,0-4,Female,105.0,2020
Golden Valley,0-4,Female,64.0,2020
Grand Forks,0-4,Female,2276.0,2020
Grant,0-4,Female,54.0,2020
Griggs,0-4,Female,75.0,2020
Hettinger,0-4,Female,87.0,2020
Kidder,0-4,Female,66.0,2020
LaMoure,0-4,Female,121.0,2020
Logan,0-4,Female,52.0,2020
McHenry,0-4,Female,139.0,2020
McIntosh,0-4,Female,48.0,2020
McKenzie,0-4,Female,671.0,2020
McLean,0-4,Female,277.0,2020
Mercer,0-4,Female,254.0,2020
Morton,0-4,Female,1112.0,2020
Mountrail,0-4,Female,376.0,2020
Nelson,0-4,Female,63.0,2020
Oliver,0-4,Female,63.0,2020
Pembina,0-4,Female,202.0,2020
Pierce,0-4,Female,108.0,2020
Ramsey,0-4,Female,410.0,2020
Ransom,0-4,Female,145.0,2020
Renville,0-4,Female,48.0,2020
Richland,0-4,Female,478.0,2020
Rolette,0-4,Female,460.0,2020
Sargent,0-4,Female,109.0,2020
Sheridan,0-4,Female,29.0,2020
Sioux,0-4,Female,167.0,2020
Slope,0-4,Female,20.0,2020
Stark,0-4,Female,1304.0,2020
Steele,0-4,Female,76.0,2020
Stutsman,0-4,Female,547.0,2020
Towner,0-4,Female,43.0,2020
Traill,0-4,Female,222.0,2020
Walsh,0-4,Female,311.0,2020
Ward,0-4,Female,2445.0,2020
Wells,0-4,Female,112.0,2020
Williams,0-4,Female,1758.0,2020
Adams,5-9,Female,62.0,2020
Barnes,5-9,Female,270.0,2020
Benson,5-9,Female,271.0,2020
Billings,5-9,Female,22.0,2020
Bottineau,5-9,Female,219.0,2020
Bowman,5-9,Female,120.0,2020
Burke,5-9,Female,93.0,2020
Burleigh,5-9,Female,3278.0,2020
Cass,5-9,Female,5873.0,2020
Cavalier,5-9,Female,113.0,2020
Dickey,5-9,Female,179.0,2020
Divide,5-9,Female,76.0,2020
Dunn,5-9,Female,167.0,2020
Eddy,5-9,Female,59.0,2020
Emmons,5-9,Female,92.0,2020
Foster,5-9,Female,116.0,2020
Golden Valley,5-9,Female,57.0,2020
Grand Forks,5-9,Female,2156.0,2020
Grant,5-9,Female,68.0,2020
Griggs,5-9,Female,71.0,2020
Hettinger,5-9,Female,81.0,2020
Kidder,5-9,Female,70.0,2020
LaMoure,5-9,Female,120.0,2020
Logan,5-9,Female,61.0,2020
McHenry,5-9,Female,160.0,2020
McIntosh,5-9,Female,65.0,2020
McKenzie,5-9,Female,612.0,2020
McLean,5-9,Female,335.0,2020
Mercer,5-9,Female,306.0,2020
Morton,5-9,Female,1138.0,2020
Mountrail,5-9,Female,398.0,2020
Nelson,5-9,Female,89.0,2020
Oliver,5-9,Female,78.0,2020
Pembina,5-9,Female,177.0,2020
Pierce,5-9,Female,94.0,2020
Ramsey,5-9,Female,379.0,2020
Ransom,5-9,Female,208.0,2020
Renville,5-9,Female,56.0,2020
Richland,5-9,Female,496.0,2020
Rolette,5-9,Female,545.0,2020
Sargent,5-9,Female,112.0,2020
Sheridan,5-9,Female,50.0,2020
Sioux,5-9,Female,207.0,2020
Slope,5-9,Female,24.0,2020
Stark,5-9,Female,1193.0,2020
Steele,5-9,Female,52.0,2020
Stutsman,5-9,Female,654.0,2020
Towner,5-9,Female,65.0,2020
Traill,5-9,Female,235.0,2020
Walsh,5-9,Female,367.0,2020
Ward,5-9,Female,2472.0,2020
Wells,5-9,Female,130.0,2020
Williams,5-9,Female,1573.0,2020
Adams,10-14,Female,69.0,2020
Barnes,10-14,Female,295.0,2020
Benson,10-14,Female,264.0,2020
Billings,10-14,Female,26.0,2020
Bottineau,10-14,Female,183.0,2020
Bowman,10-14,Female,96.0,2020
Burke,10-14,Female,63.0,2020
Burleigh,10-14,Female,3137.0,2020
Cass,10-14,Female,5464.0,2020
Cavalier,10-14,Female,88.0,2020
Dickey,10-14,Female,173.0,2020
Divide,10-14,Female,77.0,2020
Dunn,10-14,Female,126.0,2020
Eddy,10-14,Female,66.0,2020
Emmons,10-14,Female,93.0,2020
Foster,10-14,Female,119.0,2020
Golden Valley,10-14,Female,53.0,2020
Grand Forks,10-14,Female,2035.0,2020
Grant,10-14,Female,59.0,2020
Griggs,10-14,Female,69.0,2020
Hettinger,10-14,Female,59.0,2020
Kidder,10-14,Female,69.0,2020
LaMoure,10-14,Female,131.0,2020
Logan,10-14,Female,62.0,2020
McHenry,10-14,Female,193.0,2020
McIntosh,10-14,Female,68.0,2020
McKenzie,10-14,Female,531.0,2020
McLean,10-14,Female,311.0,2020
Mercer,10-14,Female,281.0,2020
Morton,10-14,Female,1057.0,2020
Mountrail,10-14,Female,354.0,2020
Nelson,10-14,Female,67.0,2020
Oliver,10-14,Female,63.0,2020
Pembina,10-14,Female,178.0,2020
Pierce,10-14,Female,167.0,2020
Ramsey,10-14,Female,343.0,2020
Ransom,10-14,Female,196.0,2020
Renville,10-14,Female,74.0,2020
Richland,10-14,Female,529.0,2020
Rolette,10-14,Female,600.0,2020
Sargent,10-14,Female,106.0,2020
Sheridan,10-14,Female,22.0,2020
Sioux,10-14,Female,180.0,2020
Slope,10-14,Female,24.0,2020
Stark,10-14,Female,1103.0,2020
Steele,10-14,Female,41.0,2020
Stutsman,10-14,Female,633.0,2020
Towner,10-14,Female,88.0,2020
Traill,10-14,Female,295.0,2020
Walsh,10-14,Female,331.0,2020
Ward,10-14,Female,2289.0,2020
Wells,10-14,Female,81.0,2020
Williams,10-14,Female,1430.0,2020
Adams,15-19,Female,44.0,2020
Barnes,15-19,Female,416.0,2020
Benson,15-19,Female,219.0,2020
Billings,15-19,Female,19.0,2020
Bottineau,15-19,Female,184.0,2020
Bowman,15-19,Female,74.0,2020
Burke,15-19,Female,55.0,2020
Burleigh,15-19,Female,3175.0,2020
Cass,15-19,Female,5919.0,2020
Cavalier,15-19,Female,89.0,2020
Dickey,15-19,Female,165.0,2020
Divide,15-19,Female,49.0,2020
Dunn,15-19,Female,117.0,2020
Eddy,15-19,Female,59.0,2020
Emmons,15-19,Female,111.0,2020
Foster,15-19,Female,86.0,2020
Golden Valley,15-19,Female,50.0,2020
Grand Forks,15-19,Female,2925.0,2020
Grant,15-19,Female,54.0,2020
Griggs,15-19,Female,42.0,2020
Hettinger,15-19,Female,47.0,2020
Kidder,15-19,Female,51.0,2020
LaMoure,15-19,Female,119.0,2020
Logan,15-19,Female,60.0,2020
McHenry,15-19,Female,135.0,2020
McIntosh,15-19,Female,44.0,2020
McKenzie,15-19,Female,449.0,2020
McLean,15-19,Female,240.0,2020
Mercer,15-19,Female,208.0,2020
Morton,15-19,Female,891.0,2020
Mountrail,15-19,Female,332.0,2020
Nelson,15-19,Female,70.0,2020
Oliver,15-19,Female,42.0,2020
Pembina,15-19,Female,164.0,2020
Pierce,15-19,Female,113.0,2020
Ramsey,15-19,Female,376.0,2020
Ransom,15-19,Female,134.0,2020
Renville,15-19,Female,69.0,2020
Richland,15-19,Female,606.0,2020
Rolette,15-19,Female,462.0,2020
Sargent,15-19,Female,99.0,2020
Sheridan,15-19,Female,30.0,2020
Sioux,15-19,Female,155.0,2020
Slope,15-19,Female,18.0,2020
Stark,15-19,Female,984.0,2020
Steele,15-19,Female,34.0,2020
Stutsman,15-19,Female,712.0,2020
Towner,15-19,Female,45.0,2020
Traill,15-19,Female,265.0,2020
Walsh,15-19,Female,270.0,2020
Ward,15-19,Female,2136.0,2020
Wells,15-19,Female,94.0,2020
Williams,15-19,Female,1221.0,2020
Adams,20-24,Female,45.0,2020
Barnes,20-24,Female,346.0,2020
Benson,20-24,Female,139.0,2020
Billings,20-24,Female,18.0,2020
Bottineau,20-24,Female,114.0,2020
Bowman,20-24,Female,48.0,2020
Burke,20-24,Female,27.0,2020
Burleigh,20-24,Female,3153.0,2020
Cass,20-24,Female,8842.0,2020
Cavalier,20-24,Female,45.0,2020
Dickey,20-24,Female,131.0,2020
Divide,20-24,Female,33.0,2020
Dunn,20-24,Female,79.0,2020
Eddy,20-24,Female,47.0,2020
Emmons,20-24,Female,61.0,2020
Foster,20-24,Female,62.0,2020
Golden Valley,20-24,Female,27.0,2020
Grand Forks,20-24,Female,4355.0,2020
Grant,20-24,Female,47.0,2020
Griggs,20-24,Female,36.0,2020
Hettinger,20-24,Female,38.0,2020
Kidder,20-24,Female,52.0,2020
LaMoure,20-24,Female,66.0,2020
Logan,20-24,Female,21.0,2020
McHenry,20-24,Female,69.0,2020
McIntosh,20-24,Female,41.0,2020
McKenzie,20-24,Female,435.0,2020
McLean,20-24,Female,149.0,2020
Mercer,20-24,Female,139.0,2020
Morton,20-24,Female,918.0,2020
Mountrail,20-24,Female,233.0,2020
Nelson,20-24,Female,26.0,2020
Oliver,20-24,Female,27.0,2020
Pembina,20-24,Female,102.0,2020
Pierce,20-24,Female,61.0,2020
Ramsey,20-24,Female,295.0,2020
Ransom,20-24,Female,142.0,2020
Renville,20-24,Female,45.0,2020
Richland,20-24,Female,498.0,2020
Rolette,20-24,Female,313.0,2020
Sargent,20-24,Female,72.0,2020
Sheridan,20-24,Female,12.0,2020
Sioux,20-24,Female,129.0,2020
Slope,20-24,Female,6.0,2020
Stark,20-24,Female,1055.0,2020
Steele,20-24,Female,26.0,2020
Stutsman,20-24,Female,671.0,2020
Towner,20-24,Female,35.0,2020
Traill,20-24,Female,255.0,2020
Walsh,20-24,Female,220.0,2020
Ward,20-24,Female,2881.0,2020
Wells,20-24,Female,49.0,2020
Williams,20-24,Female,1269.0,2020
Adams,25-29,Female,53.0,2020
Barnes,25-29,Female,248.0,2020
Benson,25-29,Female,154.0,2020
Billings,25-29,Female,22.0,2020
Bottineau,25-29,Female,165.0,2020
Bowman,25-29,Female,80.0,2020
Burke,25-29,Female,46.0,2020
Burleigh,25-29,Female,3043.0,2020
Cass,25-29,Female,7716.0,2020
Cavalier,25-29,Female,104.0,2020
Dickey,25-29,Female,120.0,2020
Divide,25-29,Female,56.0,2020
Dunn,25-29,Female,114.0,2020
Eddy,25-29,Female,57.0,2020
Emmons,25-29,Female,59.0,2020
Foster,25-29,Female,93.0,2020
Golden Valley,25-29,Female,44.0,2020
Grand Forks,25-29,Female,2833.0,2020
Grant,25-29,Female,50.0,2020
Griggs,25-29,Female,54.0,2020
Hettinger,25-29,Female,84.0,2020
Kidder,25-29,Female,48.0,2020
LaMoure,25-29,Female,84.0,2020
Logan,25-29,Female,38.0,2020
McHenry,25-29,Female,118.0,2020
McIntosh,25-29,Female,43.0,2020
McKenzie,25-29,Female,672.0,2020
McLean,25-29,Female,211.0,2020
Mercer,25-29,Female,182.0,2020
Morton,25-29,Female,1140.0,2020
Mountrail,25-29,Female,316.0,2020
Nelson,25-29,Female,52.0,2020
Oliver,25-29,Female,35.0,2020
Pembina,25-29,Female,138.0,2020
Pierce,25-29,Female,73.0,2020
Ramsey,25-29,Female,311.0,2020
Ransom,25-29,Female,142.0,2020
Renville,25-29,Female,45.0,2020
Richland,25-29,Female,429.0,2020
Rolette,25-29,Female,335.0,2020
Sargent,25-29,Female,88.0,2020
Sheridan,25-29,Female,20.0,2020
Sioux,25-29,Female,105.0,2020
Slope,25-29,Female,21.0,2020
Stark,25-29,Female,1250.0,2020
Steele,25-29,Female,39.0,2020
Stutsman,25-29,Female,580.0,2020
Towner,25-29,Female,31.0,2020
Traill,25-29,Female,191.0,2020
Walsh,25-29,Female,243.0,2020
Ward,25-29,Female,2850.0,2020
Wells,25-29,Female,77.0,2020
Williams,25-29,Female,1734.0,2020
Adams,30-34,Female,47.0,2020
Barnes,30-34,Female,266.0,2020
Benson,30-34,Female,184.0,2020
Billings,30-34,Female,23.0,2020
Bottineau,30-34,Female,164.0,2020
Bowman,30-34,Female,78.0,2020
Burke,30-34,Female,57.0,2020
Burleigh,30-34,Female,3365.0,2020
Cass,30-34,Female,7286.0,2020
Cavalier,30-34,Female,89.0,2020
Dickey,30-34,Female,132.0,2020
Divide,30-34,Female,69.0,2020
Dunn,30-34,Female,145.0,2020
Eddy,30-34,Female,58.0,2020
Emmons,30-34,Female,67.0,2020
Foster,30-34,Female,84.0,2020
Golden Valley,30-34,Female,17.0,2020
Grand Forks,30-34,Female,2583.0,2020
Grant,30-34,Female,46.0,2020
Griggs,30-34,Female,58.0,2020
Hettinger,30-34,Female,77.0,2020
Kidder,30-34,Female,49.0,2020
LaMoure,30-34,Female,110.0,2020
Logan,30-34,Female,39.0,2020
McHenry,30-34,Female,123.0,2020
McIntosh,30-34,Female,50.0,2020
McKenzie,30-34,Female,585.0,2020
McLean,30-34,Female,292.0,2020
Mercer,30-34,Female,223.0,2020
Morton,30-34,Female,1164.0,2020
Mountrail,30-34,Female,342.0,2020
Nelson,30-34,Female,59.0,2020
Oliver,30-34,Female,48.0,2020
Pembina,30-34,Female,201.0,2020
Pierce,30-34,Female,93.0,2020
Ramsey,30-34,Female,330.0,2020
Ransom,30-34,Female,136.0,2020
Renville,30-34,Female,57.0,2020
Richland,30-34,Female,451.0,2020
Rolette,30-34,Female,362.0,2020
Sargent,30-34,Female,90.0,2020
Sheridan,30-34,Female,34.0,2020
Sioux,30-34,Female,109.0,2020
Slope,30-34,Female,18.0,2020
Stark,30-34,Female,1327.0,2020
Steele,30-34,Female,59.0,2020
Stutsman,30-34,Female,581.0,2020
Towner,30-34,Female,65.0,2020
Traill,30-34,Female,221.0,2020
Walsh,30-34,Female,279.0,2020
Ward,30-34,Female,2630.0,2020
Wells,30-34,Female,110.0,2020
Williams,30-34,Female,1720.0,2020
Adams,35-39,Female,46.0,2020
Barnes,35-39,Female,280.0,2020
Benson,35-39,Female,153.0,2020
Billings,35-39,Female,22.0,2020
Bottineau,35-39,Female,161.0,2020
Bowman,35-39,Female,88.0,2020
Burke,35-39,Female,74.0,2020
Burleigh,35-39,Female,3444.0,2020
Cass,35-39,Female,6782.0,2020
Cavalier,35-39,Female,91.0,2020
Dickey,35-39,Female,141.0,2020
Divide,35-39,Female,67.0,2020
Dunn,35-39,Female,136.0,2020
Eddy,35-39,Female,63.0,2020
Emmons,35-39,Female,68.0,2020
Foster,35-39,Female,92.0,2020
Golden Valley,35-39,Female,53.0,2020
Grand Forks,35-39,Female,2215.0,2020
Grant,35-39,Female,59.0,2020
Griggs,35-39,Female,56.0,2020
Hettinger,35-39,Female,57.0,2020
Kidder,35-39,Female,71.0,2020
LaMoure,35-39,Female,102.0,2020
Logan,35-39,Female,39.0,2020
McHenry,35-39,Female,191.0,2020
McIntosh,35-39,Female,70.0,2020
McKenzie,35-39,Female,494.0,2020
McLean,35-39,Female,252.0,2020
Mercer,35-39,Female,249.0,2020
Morton,35-39,Female,1117.0,2020
Mountrail,35-39,Female,310.0,2020
Nelson,35-39,Female,89.0,2020
Oliver,35-39,Female,42.0,2020
Pembina,35-39,Female,186.0,2020
Pierce,35-39,Female,102.0,2020
Ramsey,35-39,Female,316.0,2020
Ransom,35-39,Female,146.0,2020
Renville,35-39,Female,52.0,2020
Richland,35-39,Female,475.0,2020
Rolette,35-39,Female,366.0,2020
Sargent,35-39,Female,93.0,2020
Sheridan,35-39,Female,32.0,2020
Sioux,35-39,Female,126.0,2020
Slope,35-39,Female,26.0,2020
Stark,35-39,Female,1174.0,2020
Steele,35-39,Female,37.0,2020
Stutsman,35-39,Female,583.0,2020
Towner,35-39,Female,50.0,2020
Traill,35-39,Female,206.0,2020
Walsh,35-39,Female,291.0,2020
Ward,35-39,Female,2343.0,2020
Wells,35-39,Female,87.0,2020
Williams,35-39,Female,1462.0,2020
Adams,40-44,Female,40.0,2020
Barnes,40-44,Female,252.0,2020
Benson,40-44,Female,157.0,2020
Billings,40-44,Female,33.0,2020
Bottineau,40-44,Female,156.0,2020
Bowman,40-44,Female,73.0,2020
Burke,40-44,Female,60.0,2020
Burleigh,40-44,Female,2880.0,2020
Cass,40-44,Female,5435.0,2020
Cavalier,40-44,Female,73.0,2020
Dickey,40-44,Female,120.0,2020
Divide,40-44,Female,66.0,2020
Dunn,40-44,Female,94.0,2020
Eddy,40-44,Female,53.0,2020
Emmons,40-44,Female,75.0,2020
Foster,40-44,Female,69.0,2020
Golden Valley,40-44,Female,50.0,2020
Grand Forks,40-44,Female,1778.0,2020
Grant,40-44,Female,44.0,2020
Griggs,40-44,Female,44.0,2020
Hettinger,40-44,Female,66.0,2020
Kidder,40-44,Female,63.0,2020
LaMoure,40-44,Female,101.0,2020
Logan,40-44,Female,56.0,2020
McHenry,40-44,Female,137.0,2020
McIntosh,40-44,Female,45.0,2020
McKenzie,40-44,Female,380.0,2020
McLean,40-44,Female,253.0,2020
Mercer,40-44,Female,223.0,2020
Morton,40-44,Female,931.0,2020
Mountrail,40-44,Female,275.0,2020
Nelson,40-44,Female,63.0,2020
Oliver,40-44,Female,54.0,2020
Pembina,40-44,Female,171.0,2020
Pierce,40-44,Female,111.0,2020
Ramsey,40-44,Female,268.0,2020
Ransom,40-44,Female,164.0,2020
Renville,40-44,Female,59.0,2020
Richland,40-44,Female,381.0,2020
Rolette,40-44,Female,323.0,2020
Sargent,40-44,Female,92.0,2020
Sheridan,40-44,Female,24.0,2020
Sioux,40-44,Female,97.0,2020
Slope,40-44,Female,18.0,2020
Stark,40-44,Female,846.0,2020
Steele,40-44,Female,33.0,2020
Stutsman,40-44,Female,580.0,2020
Towner,40-44,Female,34.0,2020
Traill,40-44,Female,192.0,2020
Walsh,40-44,Female,259.0,2020
Ward,40-44,Female,1869.0,2020
Wells,40-44,Female,76.0,2020
Williams,40-44,Female,1029.0,2020
Adams,45-49,Female,64.0,2020
Barnes,45-49,Female,273.0,2020
Benson,45-49,Female,111.0,2020
Billings,45-49,Female,16.0,2020
Bottineau,45-49,Female,149.0,2020
Bowman,45-49,Female,67.0,2020
Burke,45-49,Female,53.0,2020
Burleigh,45-49,Female,2627.0,2020
Cass,45-49,Female,4755.0,2020
Cavalier,45-49,Female,86.0,2020
Dickey,45-49,Female,123.0,2020
Divide,45-49,Female,38.0,2020
Dunn,45-49,Female,85.0,2020
Eddy,45-49,Female,55.0,2020
Emmons,45-49,Female,74.0,2020
Foster,45-49,Female,93.0,2020
Golden Valley,45-49,Female,45.0,2020
Grand Forks,45-49,Female,1598.0,2020
Grant,45-49,Female,46.0,2020
Griggs,45-49,Female,62.0,2020
Hettinger,45-49,Female,49.0,2020
Kidder,45-49,Female,48.0,2020
LaMoure,45-49,Female,103.0,2020
Logan,45-49,Female,45.0,2020
McHenry,45-49,Female,147.0,2020
McIntosh,45-49,Female,45.0,2020
McKenzie,45-49,Female,332.0,2020
McLean,45-49,Female,258.0,2020
Mercer,45-49,Female,221.0,2020
Morton,45-49,Female,906.0,2020
Mountrail,45-49,Female,262.0,2020
Nelson,45-49,Female,56.0,2020
Oliver,45-49,Female,27.0,2020
Pembina,45-49,Female,161.0,2020
Pierce,45-49,Female,103.0,2020
Ramsey,45-49,Female,276.0,2020
Ransom,45-49,Female,134.0,2020
Renville,45-49,Female,65.0,2020
Richland,45-49,Female,358.0,2020
Rolette,45-49,Female,261.0,2020
