level,geography,fips,method,year,horizon,projected,lower_50,upper_50,lower_80,upper_80,lower_95,upper_95
county,Burke County,38013,sdc_2024,2052,27,2340.41,1294.56,2005.38,974.68,2325.26,783.25,2516.69
county,Burke County,38013,sdc_2024,2053,28,2346.45,1260.90,1993.42,931.25,2323.07,733.97,2520.35
county,Burke County,38013,sdc_2024,2054,29,2352.14,1226.94,1980.99,887.61,2320.33,684.53,2523.40
county,Burke County,38013,sdc_2024,2055,30,2357.39,1192.68,1968.04,843.75,2316.96,634.94,2525.78
county,Burleigh County,38015,sdc_2024,2025,0,103251.00,103251.00,103251.00,103251.00,103251.00,103251.00,103251.00
county,Burleigh County,38015,sdc_2024,2026,1,103674.49,102469.81,103929.78,101799.29,104839.21,101459.48,106017.35
county,Burleigh County,38015,sdc_2024,2027,2,104170.21,101962.40,104396.83,100853.03,106554.31,99906.30,107408.46
county,Burleigh County,38015,sdc_2024,2028,3,104740.87,101439.83,105125.22,99246.02,107648.99,95803.95,109554.59
county,Burleigh County,38015,sdc_2024,2029,4,105393.28,100167.81,105774.62,97369.65,108894.19,93394.32,111133.92
county,Burleigh County,38015,sdc_2024,2030,5,106136.55,98807.93,104163.37,93874.77,111260.55,88982.35,117085.82
county,Burleigh County,38015,sdc_2024,2031,6,106863.82,98303.97,104560.53,94374.11,113591.47,89185.61,120808.06
county,Burleigh County,38015,sdc_2024,2032,7,107591.36,97563.95,105020.63,91741.07,114651.01,88261.84,123773.40
county,Burleigh County,38015,sdc_2024,2033,8,108322.19,96619.87,105334.17,90417.46,115859.85,87488.68,123890.90
county,Burleigh County,38015,sdc_2024,2034,9,109054.41,95381.44,105747.60,88317.89,115536.99,84520.94,125439.23
county,Burleigh County,38015,sdc_2024,2035,10,109782.74,92183.55,101984.33,82325.04,108772.85,79620.92,113757.29
county,Burleigh County,38015,sdc_2024,2036,11,110509.37,92301.87,101975.78,81163.71,109158.72,76319.12,116855.84
county,Burleigh County,38015,sdc_2024,2037,12,111241.53,91776.12,102375.41,82232.07,110621.36,77610.91,117356.84
county,Burleigh County,38015,sdc_2024,2038,13,111975.88,91294.22,103176.09,82675.66,110323.90,77069.75,118134.97
county,Burleigh County,38015,sdc_2024,2039,14,112713.60,89992.34,103155.15,83070.66,110998.22,75329.54,118554.42
county,Burleigh County,38015,sdc_2024,2040,15,113459.55,88199.48,100637.37,78339.62,111835.58,75516.95,114770.59
county,Burleigh County,38015,sdc_2024,2041,16,114190.14,87996.07,99231.23,78677.65,112738.74,73854.53,117250.17
county,Burleigh County,38015,sdc_2024,2042,17,114910.36,86638.85,99340.00,77944.48,113325.79,70334.63,119041.18
county,Burleigh County,38015,sdc_2024,2043,18,115624.49,85923.56,99289.76,76119.81,111391.22,68464.13,120311.51
county,Burleigh County,38015,sdc_2024,2044,19,116334.04,85348.12,98955.60,74468.00,111566.65,65812.94,119522.50
county,Burleigh County,38015,sdc_2024,2045,20,117041.21,77799.36,106128.64,65050.74,118877.26,57421.20,126506.79
county,Burleigh County,38015,sdc_2024,2046,21,117772.04,76390.82,105968.50,63080.41,119278.92,55114.66,127244.67
county,Burleigh County,38015,sdc_2024,2047,22,118226.68,74790.29,105545.37,60950.02,119385.64,52667.18,127668.48
county,Burleigh County,38015,sdc_2024,2048,23,118696.63,73190.50,105123.52,58820.14,119493.88,50220.06,128093.96
county,Burleigh County,38015,sdc_2024,2049,24,119177.06,71587.56,104698.62,56687.07,119599.11,47769.73,128516.46
county,Burleigh County,38015,sdc_2024,2050,25,119662.94,69977.83,104266.29,54547.48,119696.64,45313.04,128931.08
county,Burleigh County,38015,sdc_2024,2051,26,120147.71,68357.10,103820.95,52397.81,119780.24,42846.82,129331.23
county,Burleigh County,38015,sdc_2024,2052,27,120620.21,66719.07,103353.24,50233.12,119839.18,40366.94,129705.36
county,Burleigh County,38015,sdc_2024,2053,28,121076.29,65061.93,102860.06,48052.18,119869.81,37872.53,130049.46
county,Burleigh County,38015,sdc_2024,2054,29,121513.19,63384.86,102339.61,45854.61,119869.86,35363.47,130361.00
county,Burleigh County,38015,sdc_2024,2055,30,121929.57,61687.94,101791.33,43640.79,119838.48,32840.30,130638.97
county,Cass County,38017,sdc_2024,2025,0,201794.00,201794.00,201794.00,201794.00,201794.00,201794.00,201794.00
county,Cass County,38017,sdc_2024,2026,1,203662.50,201295.99,204164.02,199978.80,205950.53,199311.26,208264.93
county,Cass County,38017,sdc_2024,2027,2,205654.09,201295.40,206101.49,199105.28,210360.81,197236.23,212047.08
county,Cass County,38017,sdc_2024,2028,3,207744.54,201197.21,208506.86,196845.97,213512.55,190018.94,217292.15
county,Cass County,38017,sdc_2024,2029,4,209930.28,199521.78,210689.86,193948.20,216903.64,186029.84,221364.91
county,Cass County,38017,sdc_2024,2030,5,212222.31,197568.57,208276.89,187704.61,222467.85,177922.11,234115.61
county,Cass County,38017,sdc_2024,2031,6,214471.75,197292.46,209849.14,189405.37,227973.91,178992.25,242457.34
county,Cass County,38017,sdc_2024,2032,7,216719.81,196521.74,211541.61,184792.78,230939.96,177784.62,249315.07
county,Cass County,38017,sdc_2024,2033,8,218970.59,195314.65,212930.39,182776.63,234207.79,176856.17,250442.35
county,Cass County,38017,sdc_2024,2034,9,221217.52,193481.82,214509.66,179153.37,234367.49,171451.24,254454.24
county,Cass County,38017,sdc_2024,2035,10,223450.28,187629.13,207577.49,167563.24,221394.76,162059.33,231540.02
county,Cass County,38017,sdc_2024,2036,11,225639.59,188463.27,208215.59,165721.22,222881.82,155829.47,238597.90
county,Cass County,38017,sdc_2024,2037,12,227811.74,187948.50,209654.80,168403.22,226541.69,158939.52,240335.29
county,Cass County,38017,sdc_2024,2038,13,229948.64,187477.70,211877.78,169779.02,226556.21,158266.98,242596.68
county,Cass County,38017,sdc_2024,2039,14,232035.20,185260.62,212357.92,171011.45,228503.86,155075.39,244059.26
county,Cass County,38017,sdc_2024,2040,15,234064.77,181953.76,207612.88,161613.06,230714.55,155789.95,236769.44
county,Cass County,38017,sdc_2024,2041,16,235978.06,181847.05,205064.93,162590.21,232978.69,152623.06,242301.71
county,Cass County,38017,sdc_2024,2042,17,237764.56,179267.11,205547.46,161277.32,234485.88,145531.55,246311.77
county,Cass County,38017,sdc_2024,2043,18,239423.94,177922.16,205599.56,157621.50,230658.10,141768.85,249129.37
county,Cass County,38017,sdc_2024,2044,19,240961.73,176780.85,204965.91,154244.95,231087.07,136317.79,247565.96
county,Cass County,38017,sdc_2024,2045,20,242388.88,161120.16,219789.26,134718.15,246191.27,118917.61,261991.81
county,Cass County,38017,sdc_2024,2046,21,243799.74,158136.55,219365.26,130582.67,246919.14,114092.78,263409.02
county,Cass County,38017,sdc_2024,2047,22,244744.60,154825.62,218492.64,126174.47,247143.80,109027.90,264290.36
county,Cass County,38017,sdc_2024,2048,23,245705.55,151506.50,217608.80,121759.43,247355.87,103957.01,265158.29
county,Cass County,38017,sdc_2024,2049,24,246692.57,148183.89,216722.68,117340.36,247566.20,98881.75,266024.81
county,Cass County,38017,sdc_2024,2050,25,247708.17,144857.54,215836.35,112915.97,247777.93,93800.23,266893.67
county,Cass County,38017,sdc_2024,2051,26,248711.99,141502.73,214914.75,108466.18,247951.31,88695.13,267722.35
county,Cass County,38017,sdc_2024,2052,27,249711.13,138123.57,213964.59,103993.92,248094.23,83568.71,268519.45
county,Cass County,38017,sdc_2024,2053,28,250701.68,134717.82,212982.99,99497.28,248203.53,78419.20,269281.61
county,Cass County,38017,sdc_2024,2054,29,251679.73,131283.56,211967.16,94974.68,248276.03,73245.28,270005.44
county,Cass County,38017,sdc_2024,2055,30,252641.99,127819.41,210914.92,90425.13,248309.19,68046.16,270688.16
county,Cavalier County,38019,sdc_2024,2025,0,3497.00,3497.00,3497.00,3497.00,3497.00,3497.00,3497.00
county,Cavalier County,38019,sdc_2024,2026,1,3457.50,3417.32,3466.01,3394.96,3496.34,3383.63,3535.63
county,Cavalier County,38019,sdc_2024,2027,2,3421.57,3349.05,3429.01,3312.61,3499.88,3281.52,3527.93
county,Cavalier County,38019,sdc_2024,2028,3,3388.60,3281.80,3401.03,3210.83,3482.68,3099.47,3544.33
county,Cavalier County,38019,sdc_2024,2029,4,3358.27,3191.76,3370.42,3102.60,3469.82,2975.93,3541.19
county,Cavalier County,38019,sdc_2024,2030,5,3330.49,3100.52,3268.57,2945.72,3491.28,2792.20,3674.07
county,Cavalier County,38019,sdc_2024,2031,6,3302.87,3038.30,3231.68,2916.84,3510.80,2756.48,3733.84
county,Cavalier County,38019,sdc_2024,2032,7,3275.34,2970.08,3197.08,2792.82,3490.26,2686.91,3767.96
county,Cavalier County,38019,sdc_2024,2033,8,3247.80,2896.93,3158.21,2710.96,3473.80,2623.15,3714.59
county,Cavalier County,38019,sdc_2024,2034,9,3220.12,2816.39,3122.48,2607.82,3411.54,2495.71,3703.93
county,Cavalier County,38019,sdc_2024,2035,10,3192.28,2680.53,2965.52,2393.86,3162.92,2315.23,3307.85
county,Cavalier County,38019,sdc_2024,2036,11,3164.31,2642.96,2919.96,2324.03,3125.64,2185.31,3346.03
county,Cavalier County,38019,sdc_2024,2037,12,3136.18,2587.40,2886.23,2318.33,3118.70,2188.05,3308.59
county,Cavalier County,38019,sdc_2024,2038,13,3108.14,2534.07,2863.88,2294.84,3062.28,2139.24,3279.10
county,Cavalier County,38019,sdc_2024,2039,14,3080.50,2459.52,2819.26,2270.35,3033.62,2058.78,3240.13
county,Cavalier County,38019,sdc_2024,2040,15,3053.65,2373.80,2708.55,2108.43,3009.94,2032.46,3088.93
county,Cavalier County,38019,sdc_2024,2041,16,3026.96,2332.60,2630.43,2085.59,2988.48,1957.74,3108.07
county,Cavalier County,38019,sdc_2024,2042,17,3000.98,2262.65,2594.35,2035.59,2959.60,1836.85,3108.86
county,Cavalier County,38019,sdc_2024,2043,18,2975.81,2211.41,2555.41,1959.09,2866.86,1762.05,3096.44
county,Cavalier County,38019,sdc_2024,2044,19,2951.50,2165.36,2510.60,1889.32,2830.55,1669.74,3032.40
county,Cavalier County,38019,sdc_2024,2045,20,2928.08,1946.34,2655.07,1627.41,2974.01,1436.53,3164.88
county,Cavalier County,38019,sdc_2024,2046,21,2906.49,1885.25,2615.19,1556.76,2943.68,1360.17,3140.27
county,Cavalier County,38019,sdc_2024,2047,22,2879.26,1821.42,2570.42,1484.36,2907.48,1282.64,3109.20
county,Cavalier County,38019,sdc_2024,2048,23,2853.15,1759.31,2526.89,1413.88,2872.32,1207.16,3079.04
county,Cavalier County,38019,sdc_2024,2049,24,2827.57,1698.47,2484.06,1344.95,2837.59,1133.38,3049.16
county,Cavalier County,38019,sdc_2024,2050,25,2801.93,1638.54,2441.41,1277.24,2802.72,1061.01,3018.94
county,Cavalier County,38019,sdc_2024,2051,26,2775.68,1579.20,2398.49,1210.51,2767.19,989.86,2987.84
county,Cavalier County,38019,sdc_2024,2052,27,2748.62,1520.35,2355.15,1144.68,2730.82,919.86,2955.64
county,Cavalier County,38019,sdc_2024,2053,28,2720.65,1461.98,2311.32,1079.76,2693.54,851.02,2922.28
county,Cavalier County,38019,sdc_2024,2054,29,2691.79,1404.12,2267.05,1015.78,2655.39,783.38,2887.79
county,Cavalier County,38019,sdc_2024,2055,30,2662.18,1346.88,2222.48,952.84,2616.52,717.03,2852.34
county,Dickey County,38021,sdc_2024,2025,0,4895.00,4895.00,4895.00,4895.00,4895.00,4895.00,4895.00
county,Dickey County,38021,sdc_2024,2026,1,4888.16,4831.36,4900.20,4799.75,4943.08,4783.73,4998.62
county,Dickey County,38021,sdc_2024,2027,2,4883.14,4779.64,4893.76,4727.64,4994.90,4683.26,5034.94
county,Dickey County,38021,sdc_2024,2028,3,4877.53,4723.81,4895.43,4621.65,5012.95,4461.36,5101.69
county,Dickey County,38021,sdc_2024,2029,4,4871.19,4629.67,4888.81,4500.34,5033.00,4316.61,5136.52
county,Dickey County,38021,sdc_2024,2030,5,4864.53,4528.64,4774.10,4302.54,5099.38,4078.31,5366.37
county,Dickey County,38021,sdc_2024,2031,6,4858.50,4469.33,4753.79,4290.67,5164.37,4054.77,5492.47
county,Dickey County,38021,sdc_2024,2032,7,4853.38,4401.05,4737.41,4138.38,5171.83,3981.43,5583.34
county,Dickey County,38021,sdc_2024,2033,8,4849.12,4325.26,4715.36,4047.61,5186.55,3916.50,5546.07
county,Dickey County,38021,sdc_2024,2034,9,4845.59,4238.06,4698.66,3924.21,5133.63,3755.50,5573.62
county,Dickey County,38021,sdc_2024,2035,10,4842.60,4066.29,4498.61,3631.42,4798.05,3512.14,5017.92
county,Dickey County,38021,sdc_2024,2036,11,4840.61,4043.07,4466.81,3555.19,4781.45,3342.98,5118.60
county,Dickey County,38021,sdc_2024,2037,12,4839.05,3992.29,4453.37,3577.13,4812.07,3376.10,5105.07
county,Dickey County,38021,sdc_2024,2038,13,4837.15,3943.74,4457.01,3571.43,4765.79,3329.27,5103.21
county,Dickey County,38021,sdc_2024,2039,14,4834.25,3859.74,4424.29,3562.87,4760.67,3230.86,5084.76
county,Dickey County,38021,sdc_2024,2040,15,4829.95,3754.63,4284.11,3334.90,4760.81,3214.74,4885.76
county,Dickey County,38021,sdc_2024,2041,16,4822.51,3716.27,4190.76,3322.74,4761.21,3119.04,4951.74
county,Dickey County,38021,sdc_2024,2042,17,4811.63,3627.82,4159.65,3263.76,4745.28,2945.11,4984.60
county,Dickey County,38021,sdc_2024,2043,18,4797.02,3564.79,4119.33,3158.06,4621.39,2840.44,4991.48
county,Dickey County,38021,sdc_2024,2044,19,4778.69,3505.87,4064.83,3058.95,4582.86,2703.42,4909.67
county,Dickey County,38021,sdc_2024,2045,20,4757.39,3162.32,4313.83,2644.13,4832.02,2334.01,5142.14
county,Dickey County,38021,sdc_2024,2046,21,4734.87,3071.19,4260.33,2536.07,4795.45,2215.81,5115.71
county,Dickey County,38021,sdc_2024,2047,22,4703.36,2975.35,4198.87,2424.75,4749.47,2095.24,5078.98
county,Dickey County,38021,sdc_2024,2048,23,4671.91,2880.78,4137.67,2315.16,4703.29,1976.67,5041.79
county,Dickey County,38021,sdc_2024,2049,24,4640.76,2787.62,4076.97,2207.40,4657.19,1860.15,5004.43
county,Dickey County,38021,sdc_2024,2050,25,4609.95,2695.86,4016.80,2101.41,4611.24,1745.66,4967.00
county,Dickey County,38021,sdc_2024,2051,26,4579.78,2605.63,3957.44,1997.29,4565.77,1633.23,4929.84
county,Dickey County,38021,sdc_2024,2052,27,4549.36,2516.41,3898.12,1894.61,4519.91,1522.50,4892.02
county,Dickey County,38021,sdc_2024,2053,28,4518.65,2428.16,3838.81,1793.34,4473.62,1413.43,4853.54
county,Dickey County,38021,sdc_2024,2054,29,4487.73,2340.93,3779.61,1693.51,4427.04,1306.05,4814.50
county,Dickey County,38021,sdc_2024,2055,30,4456.78,2254.82,3720.69,1595.16,4380.35,1200.38,4775.13
county,Divide County,38023,sdc_2024,2025,0,2110.00,2110.00,2110.00,2110.00,2110.00,2110.00,2110.00
county,Divide County,38023,sdc_2024,2026,1,2094.09,2069.76,2099.25,2056.22,2117.62,2049.35,2141.41
county,Divide County,38023,sdc_2024,2027,2,2086.61,2042.39,2091.15,2020.17,2134.37,2001.20,2151.48
county,Divide County,38023,sdc_2024,2028,3,2086.50,2020.74,2094.16,1977.04,2144.43,1908.47,2182.39
county,Divide County,38023,sdc_2024,2029,4,2092.87,1989.10,2100.44,1933.54,2162.39,1854.60,2206.87
county,Divide County,38023,sdc_2024,2030,5,2103.68,1958.42,2064.57,1860.65,2205.24,1763.68,2320.70
county,Divide County,38023,sdc_2024,2031,6,2114.67,1945.29,2069.09,1867.52,2247.80,1764.85,2390.61
county,Divide County,38023,sdc_2024,2032,7,2125.55,1927.45,2074.76,1812.41,2265.01,1743.68,2445.23
county,Divide County,38023,sdc_2024,2033,8,2136.06,1905.29,2077.13,1782.98,2284.69,1725.23,2443.06
county,Divide County,38023,sdc_2024,2034,9,2146.07,1877.00,2080.99,1737.99,2273.64,1663.28,2468.50
county,Divide County,38023,sdc_2024,2035,10,2155.51,1809.96,2002.39,1616.39,2135.68,1563.30,2233.54
county,Divide County,38023,sdc_2024,2036,11,2164.24,1807.66,1997.12,1589.53,2137.79,1494.65,2288.53
county,Divide County,38023,sdc_2024,2037,12,2172.55,1792.39,1999.39,1605.99,2160.44,1515.74,2291.98
county,Divide County,38023,sdc_2024,2038,13,2180.92,1778.11,2009.53,1610.25,2148.75,1501.07,2300.88
county,Divide County,38023,sdc_2024,2039,14,2189.80,1748.37,2004.10,1613.90,2156.47,1463.50,2303.28
county,Divide County,38023,sdc_2024,2040,15,2199.54,1709.85,1950.97,1518.70,2168.06,1463.98,2224.96
county,Divide County,38023,sdc_2024,2041,16,2209.89,1702.97,1920.40,1522.63,2181.81,1429.29,2269.11
county,Divide County,38023,sdc_2024,2042,17,2220.94,1674.52,1920.00,1506.48,2190.32,1359.40,2300.78
county,Divide County,38023,sdc_2024,2043,18,2232.97,1659.38,1917.51,1470.04,2151.21,1322.20,2323.49
county,Divide County,38023,sdc_2024,2044,19,2246.20,1647.92,1910.65,1437.84,2154.15,1270.73,2307.76
county,Divide County,38023,sdc_2024,2045,20,2260.79,1502.79,2050.00,1256.53,2296.26,1109.16,2443.63
county,Divide County,38023,sdc_2024,2046,21,2276.55,1476.64,2048.38,1219.35,2305.68,1065.37,2459.66
county,Divide County,38023,sdc_2024,2047,22,2288.98,1448.01,2043.46,1180.05,2311.42,1019.69,2471.78
county,Divide County,38023,sdc_2024,2048,23,2302.32,1419.65,2039.04,1140.91,2317.78,974.10,2484.59
county,Divide County,38023,sdc_2024,2049,24,2316.31,1391.37,2034.91,1101.76,2324.51,928.45,2497.83
county,Divide County,38023,sdc_2024,2050,25,2330.73,1362.99,2030.85,1062.45,2331.39,882.58,2511.26
county,Divide County,38023,sdc_2024,2051,26,2345.58,1334.50,2026.84,1022.94,2338.41,836.48,2524.87
county,Divide County,38023,sdc_2024,2052,27,2360.68,1305.77,2022.74,983.12,2345.39,790.03,2538.48
county,Divide County,38023,sdc_2024,2053,28,2375.64,1276.58,2018.22,942.83,2351.97,743.10,2551.70
county,Divide County,38023,sdc_2024,2054,29,2390.21,1246.80,2013.06,901.98,2357.89,695.61,2564.25
county,Divide County,38023,sdc_2024,2055,30,2404.27,1216.39,2007.17,860.53,2363.03,647.56,2576.00
county,Dunn County,38025,sdc_2024,2025,0,4058.00,4058.00,4058.00,4058.00,4058.00,4058.00,4058.00
county,Dunn County,38025,sdc_2024,2026,1,4028.47,3981.66,4038.39,3955.60,4073.73,3942.40,4119.50
county,Dunn County,38025,sdc_2024,2027,2,4006.24,3921.33,4014.95,3878.67,4097.93,3842.26,4130.78
county,Dunn County,38025,sdc_2024,2028,3,3988.76,3863.05,4003.40,3779.51,4099.51,3648.42,4172.08
county,Dunn County,38025,sdc_2024,2029,4,3975.55,3778.44,3989.94,3672.89,4107.61,3522.94,4192.10
county,Dunn County,38025,sdc_2024,2030,5,3968.29,3694.28,3894.51,3509.84,4159.87,3326.92,4377.67
county,Dunn County,38025,sdc_2024,2031,6,3959.89,3642.70,3874.54,3497.08,4209.19,3304.82,4476.60
county,Dunn County,38025,sdc_2024,2032,7,3950.75,3582.54,3856.35,3368.72,4209.97,3240.97,4544.95
county,Dunn County,38025,sdc_2024,2033,8,3941.18,3515.41,3832.47,3289.74,4215.43,3183.18,4507.63
county,Dunn County,38025,sdc_2024,2034,9,3931.44,3438.52,3812.23,3183.88,4165.14,3047.00,4522.11
county,Dunn County,38025,sdc_2024,2035,10,3921.65,3292.97,3643.08,2940.81,3885.58,2844.21,4063.63
county,Dunn County,38025,sdc_2024,2036,11,3911.87,3267.35,3609.79,2873.07,3864.06,2701.58,4136.52
county,Dunn County,38025,sdc_2024,2037,12,3902.37,3219.52,3591.34,2884.71,3880.61,2722.60,4116.89
county,Dunn County,38025,sdc_2024,2038,13,3893.41,3174.31,3587.44,2874.64,3835.97,2679.72,4107.56
county,Dunn County,38025,sdc_2024,2039,14,3885.08,3101.91,3555.62,2863.33,3825.95,2596.51,4086.41
county,Dunn County,38025,sdc_2024,2040,15,3877.39,3014.15,3439.20,2677.20,3821.89,2580.73,3922.20
county,Dunn County,38025,sdc_2024,2041,16,3870.59,2982.72,3363.54,2666.86,3821.40,2503.37,3974.31
county,Dunn County,38025,sdc_2024,2042,17,3864.27,2913.54,3340.66,2621.16,3810.98,2365.25,4003.18
county,Dunn County,38025,sdc_2024,2043,18,3858.20,2867.13,3313.14,2539.99,3716.94,2284.54,4014.60
county,Dunn County,38025,sdc_2024,2044,19,3852.28,2826.21,3276.81,2465.93,3694.41,2179.33,3957.86
county,Dunn County,38025,sdc_2024,2045,20,3846.55,2556.87,3487.91,2137.89,3906.90,1887.15,4157.64
county,Dunn County,38025,sdc_2024,2046,21,3841.37,2491.64,3456.38,2057.49,3890.52,1797.68,4150.34
county,Dunn County,38025,sdc_2024,2047,22,3827.78,2421.46,3417.21,1973.36,3865.31,1705.19,4133.48
county,Dunn County,38025,sdc_2024,2048,23,3814.84,2352.30,3378.61,1890.45,3840.47,1614.04,4116.87
county,Dunn County,38025,sdc_2024,2049,24,3802.50,2284.10,3340.55,1808.68,3815.97,1524.16,4100.49
county,Dunn County,38025,sdc_2024,2050,25,3790.74,2216.79,3303.00,1727.98,3791.80,1435.45,4084.34
county,Dunn County,38025,sdc_2024,2051,26,3778.54,2149.77,3265.08,1647.86,3766.98,1347.49,4067.35
county,Dunn County,38025,sdc_2024,2052,27,3765.15,2082.63,3226.16,1568.02,3740.77,1260.05,4048.74
county,Dunn County,38025,sdc_2024,2053,28,3750.46,2015.36,3186.19,1488.46,3713.09,1173.14,4028.41
county,Dunn County,38025,sdc_2024,2054,29,3734.53,1948.04,3145.26,1409.27,3684.03,1086.84,4006.46
county,Dunn County,38025,sdc_2024,2055,30,3717.50,1880.80,3103.50,1330.56,3653.74,1001.26,3983.04
county,Eddy County,38027,sdc_2024,2025,0,2329.00,2329.00,2329.00,2329.00,2329.00,2329.00,2329.00
county,Eddy County,38027,sdc_2024,2026,1,2331.12,2304.03,2336.86,2288.96,2357.31,2281.31,2383.80
county,Eddy County,38027,sdc_2024,2027,2,2335.02,2285.53,2340.10,2260.66,2388.46,2239.44,2407.61
county,Eddy County,38027,sdc_2024,2028,3,2340.01,2266.26,2348.59,2217.25,2404.98,2140.35,2447.55
county,Eddy County,38027,sdc_2024,2029,4,2345.79,2229.49,2354.28,2167.21,2423.72,2078.73,2473.57
county,Eddy County,38027,sdc_2024,2030,5,2352.89,2190.42,2309.14,2081.06,2466.48,1972.60,2595.61
